,RU000A0JV0T3,RU000A0JUKX4,RU000A0JRJL7,RU000A0JUCA9,RU000A0JV0U1,RU000A0JRU20,RU000A0JRJB8,RU000A0JVCB5,RU000A0JU2L7,RU000A0JS4K9,RU000A0JUC92,RU000A0JR4U9,RU000A0JTYK4,RU000A0JUG98,RU000A0JUAG0,RU000A0JRU46,RU000A0JV4R9,RU000A0JSQ58,RU000A0JRZ74,RU000A0JS9X1,RU000A0JTZF1,RU000A0JVB19,RU000A0JU9K4,RU000A0JQAM6,RU000A0JTFB2,RU000A0JTW83,RU000A0JU7S1,KG000A3LSJ06,RU000A0JTU85,KG000A3LSC78,RU000A0JS4Z7,RU000A1037P0,RU000A0JUAH8,RU000A0JVNL1,RU000A0JT403,RU000A0ZZAL5,RU000A0JU0N7,RU000A0JTYJ6,RU000A0JU2K9,RU000A0JS4J1,RU000A0JUAN6,RU000A0JV755,RU000A0JT6B2,RU000A0JUAP1,RU000A0JTB96,RU000A0JSGV0,RU000A0JVB27,RU000A0JUT85,RU000A0JS4L7
2024-10-02,,6.98,7.7,,16.48,948.9,9.52,,,9.54,,8.07,,22.05,29.11,662.0,,19.18,22.61,,,,,9.02,214.07,18.01,,18.93,21.25,20.47,20.3,,18.45,,20.02,,20.54,,,7.77,,,9.54,,386.91,20.21,,13.31,7.18
2024-10-03,,6.98,7.7,,16.48,948.9,9.52,,,9.54,,8.07,,22.05,23.06,662.0,,19.22,22.61,,,,,9.02,277.14,18.01,,18.92,21.22,20.48,20.34,,21.41,,20.02,,20.54,,,7.77,,,9.54,,22.73,20.49,,13.31,7.18
2024-10-04,,6.98,7.7,,16.37,37.17,9.52,,,9.54,,8.07,,22.05,22.18,68.4,,16.52,22.61,,,,,9.02,277.14,18.01,,19.86,20.25,20.48,20.8,,19.69,,24.24,,20.54,,,7.77,,,16.06,,22.73,20.77,,13.31,7.18
2024-10-07,,6.98,7.69,,16.37,37.17,9.52,,,9.54,,8.07,,22.05,53.58,48.97,,16.52,22.61,,,,,9.02,277.14,18.01,,19.99,20.17,20.48,20.72,,21.82,,18.75,,14.91,,,7.77,,,15.9,,22.73,20.71,,13.31,7.18
2024-10-08,,6.98,7.69,,16.37,37.11,9.52,,,9.54,,8.07,,22.05,55.61,50.07,,16.54,22.61,,,,,9.02,277.14,18.01,,19.71,20.32,20.51,19.28,,21.25,,21.96,,14.91,,,7.77,,,15.23,,22.73,20.53,,13.31,7.18
2024-10-09,,6.98,7.69,,16.37,37.11,9.52,,,11.25,,8.07,,22.05,31.42,30.7,,16.54,22.61,,,,,9.02,277.14,18.01,,19.91,20.83,20.51,20.45,,18.97,,20.14,,21.01,,,7.77,,,16.39,,22.73,20.81,,13.31,7.18
2024-10-10,,6.98,7.81,,21.84,39.43,9.52,,,11.25,,8.07,,22.05,17.96,39.95,,16.54,22.61,,,,,9.02,277.14,18.01,,19.74,20.72,20.51,20.96,,18.7,,19.88,,21.01,,,7.77,,,15.98,,22.73,21.27,,13.31,7.18
2024-10-11,,6.98,7.81,,16.51,38.87,9.52,,,9.75,,8.07,,22.05,12.67,40.45,,16.54,22.61,,,,,9.02,277.14,18.01,,20.68,21.52,20.45,22.11,,22.25,,15.99,,21.01,,,7.77,,,13.89,,22.73,20.31,,13.31,7.18
2024-10-14,,6.98,7.81,,16.51,37.83,9.52,,,9.75,,8.07,,22.05,42.75,40.65,,20.05,22.61,,,,,9.02,277.14,18.01,,19.95,20.61,20.46,21.0,,20.5,,19.34,,14.19,,,7.77,,,15.99,,22.73,21.2,,13.31,7.18
2024-10-15,,6.98,7.81,,12.71,38.15,9.52,,,9.75,,16.17,,22.05,35.07,40.65,,19.8,22.61,,,,,9.02,277.14,18.01,,19.38,21.47,20.46,20.99,,21.53,,14.23,,14.19,,,7.77,,,16.08,,22.73,21.3,,13.31,7.18
2024-10-16,,6.98,7.81,,13.59,38.37,10.27,,,9.75,,16.17,,22.05,-3.87,46.75,,16.55,22.61,,,,,9.02,277.14,18.01,,19.84,21.85,20.46,22.4,,22.46,,21.13,,14.08,,,7.77,,,16.49,,22.73,20.79,,13.31,7.18
2024-10-17,,24.67,7.81,,13.59,40.03,7.42,,,9.75,,16.17,,22.05,26.7,48.27,,20.0,22.61,,,,,9.02,277.14,18.01,,20.19,21.43,20.47,20.78,,18.81,,14.17,,14.08,,,7.77,,,17.28,,22.73,20.77,,13.31,7.18
2024-10-18,,24.67,7.81,,15.52,39.59,7.42,,,9.75,,16.17,,22.05,20.21,44.49,,20.0,22.61,,,,,9.02,277.14,18.01,,20.57,20.98,20.5,21.05,,14.07,,14.29,,14.08,,,7.77,,,16.09,,22.73,20.5,,13.31,7.18
2024-10-21,,24.67,7.81,,16.53,39.59,7.42,,,9.75,,16.17,,22.05,-2.55,44.49,,20.07,22.61,,,,,9.02,277.14,18.01,,20.51,20.63,20.51,20.18,,17.59,,14.03,,14.08,,,7.77,,,16.09,,22.73,21.14,,13.31,7.18
2024-10-22,,24.67,7.81,,16.53,39.94,7.42,,,9.75,,16.17,,22.05,-4.22,51.62,,20.07,22.61,,,,,9.02,277.14,18.01,,20.53,21.1,20.51,20.48,,18.35,,19.57,,14.08,,,7.77,,,16.09,,22.73,21.2,,13.31,7.18
2024-10-23,,24.67,7.81,,16.53,40.08,7.42,,,9.85,,16.17,,22.05,8.89,49.2,,16.55,21.73,,,,,9.02,277.14,18.01,,20.88,20.57,20.65,20.53,,22.86,,23.96,,14.08,,,7.77,,,15.68,,22.73,20.75,,13.31,7.18
2024-10-24,,24.67,7.8,,16.53,42.44,7.42,,,11.58,,16.17,,22.05,19.87,49.56,,21.45,22.1,,,,,9.02,277.14,18.01,,21.15,21.52,20.53,20.84,,24.06,,23.96,,14.08,,,7.77,,,16.08,,22.73,20.77,,13.31,7.18
2024-10-25,,5.78,7.8,,15.5,40.81,7.6,,,11.58,,16.17,,22.05,-61.27,51.3,,21.51,22.1,,,,,9.02,277.14,18.01,,21.12,22.32,20.53,20.84,,21.91,,13.84,,14.08,,,7.77,,,16.43,,22.73,22.8,,10.02,7.18
2024-10-28,,5.78,7.8,,16.54,54.06,7.6,,,9.87,,16.17,,22.05,-64.19,59.61,,21.51,22.1,,,,,9.02,277.14,18.01,,22.72,22.52,20.53,20.36,,22.73,,15.04,,14.08,,,7.77,,,15.66,,22.73,23.12,,11.58,7.18
2024-10-29,,5.78,7.79,,15.71,67.3,7.59,,,11.59,,16.17,,22.05,-12.43,59.48,,21.51,22.1,,,,,9.02,277.14,18.01,,22.68,22.87,20.53,23.73,,18.11,,18.12,,14.08,,,7.77,,,18.7,,22.73,22.57,,11.59,7.18
2024-10-30,,5.78,12.88,,15.71,67.3,7.59,,,11.59,,16.17,,22.05,14.87,54.94,,21.51,14.28,,,,,9.02,277.14,18.01,,23.06,21.67,20.53,20.63,,13.25,,13.69,,14.08,,,7.77,,,20.1,,22.73,22.85,,11.59,7.18
2024-10-31,,5.78,12.88,,15.68,67.3,7.59,,,11.59,,16.17,,22.05,-57.83,60.64,,22.07,14.28,,,,,9.02,277.14,18.01,,22.7,21.71,20.53,24.94,,23.73,,13.65,,14.08,,,7.77,,,18.33,,22.73,23.03,,11.59,7.18
2024-11-01,,5.78,9.08,,15.68,67.3,10.15,,,11.59,,16.17,,22.05,-57.83,57.38,,22.09,14.28,,,,,9.02,277.14,18.01,,22.75,21.75,20.65,21.49,,22.96,,13.65,,14.08,,,7.77,,,17.42,,22.73,22.75,,16.7,7.18
2024-11-04,,5.78,9.08,,15.68,67.3,10.15,,,11.59,,16.17,,22.05,-57.83,57.38,,22.09,14.28,,,,,9.02,277.14,18.01,,22.75,21.75,20.65,21.49,,22.96,,13.65,,14.08,,,7.77,,,17.42,,22.73,22.75,,16.7,7.18
2024-11-05,,5.78,9.32,,15.68,67.3,7.63,,,11.59,,16.17,,22.05,10.1,65.47,,18.26,23.76,,,,,24.11,4.61,18.01,,23.15,23.21,20.69,21.56,,23.45,,13.65,,14.08,,,7.77,,,16.99,,22.73,23.44,,14.61,7.18
2024-11-06,,5.78,9.32,,15.68,67.3,7.64,,,11.59,,16.17,,22.05,-95.64,65.47,,18.26,23.76,,,,,24.11,4.61,18.01,,22.84,23.26,20.69,25.47,,23.5,,18.17,,14.08,,,7.77,,,17.0,,22.73,23.22,,11.16,7.18
2024-11-07,,5.78,9.32,,15.68,45.47,7.64,,,11.59,,27.85,,11.19,24.34,65.43,,18.26,23.76,,,,,24.11,4.61,18.01,,22.82,22.69,20.71,23.63,,23.77,,14.62,,14.08,,,7.77,,,16.54,,22.73,22.38,,14.62,7.18
2024-11-08,,5.78,8.24,,22.8,45.47,7.64,,,11.59,,27.85,,11.19,20.74,66.45,,18.29,23.76,,,,,24.21,4.61,18.01,,22.86,22.16,30.14,26.33,,23.72,,13.76,,14.08,,,7.77,,,17.93,,22.73,23.14,,11.16,7.18
2024-11-11,,5.78,8.24,,15.53,50.69,7.64,,,11.59,,27.85,,11.19,21.03,66.88,,25.53,23.76,,,,,24.21,4.61,23.83,,22.87,22.82,30.25,23.7,,23.76,,14.25,,14.08,,,7.77,,,17.46,,22.73,22.9,,16.9,7.18
2024-11-12,,5.78,8.24,,15.53,80.65,7.64,,,11.59,,27.85,,11.19,28.2,72.12,,20.14,23.76,,,,,19.57,4.61,23.83,,22.89,23.59,29.71,23.7,,23.11,,13.15,,14.08,,,7.77,,,17.02,,22.73,23.34,,16.9,7.18
2024-11-13,,5.78,8.24,,15.53,65.05,7.64,,,11.59,,27.85,,11.19,22.2,72.1,,20.14,23.76,,,,,19.57,4.61,23.83,,22.59,23.61,27.04,20.13,,23.6,,13.15,,14.08,,,7.77,,,17.02,,19.27,22.81,,11.18,7.18
2024-11-14,,5.78,8.24,,15.53,65.05,7.64,,,11.59,,27.85,,11.19,28.75,72.1,,20.14,23.76,,,,,19.57,4.61,23.83,,22.85,23.49,27.04,20.94,,23.69,,16.29,,14.08,,,7.77,,,17.86,,19.29,21.31,,11.18,7.18
2024-11-15,,5.78,8.24,,23.05,65.05,7.64,,,9.3,,27.85,,11.19,26.5,101.83,,20.34,23.76,,,,,19.57,4.61,23.83,,22.39,23.39,27.04,22.42,,22.95,,13.79,,14.08,,,7.77,,,20.41,,19.29,21.36,,11.18,7.18
2024-11-18,,5.78,8.24,,14.92,83.68,7.64,,,12.75,,27.85,,11.19,25.27,73.9,,19.96,23.76,,,,,19.57,4.61,23.83,,22.81,23.45,16.19,21.23,,22.95,,13.75,,14.08,,,7.77,,,19.39,,19.29,21.79,,11.18,7.18
2024-11-19,,9.9,8.24,,23.02,115.35,8.01,,,12.75,,27.85,,11.19,22.36,73.9,,21.62,23.76,,,,,19.57,4.61,23.83,,21.11,23.54,16.19,21.23,,22.75,,15.72,,14.08,,,7.77,,,19.79,,19.29,23.77,,10.35,7.18
2024-11-20,,9.9,8.24,,16.63,116.35,8.01,,,11.6,,27.85,,11.19,22.41,74.49,,22.42,25.44,,,,,32.41,4.61,23.83,,22.62,24.52,16.19,23.55,,22.91,,23.2,,14.08,,,7.77,,,18.71,,19.29,23.78,,10.35,7.18
2024-11-21,,9.9,8.24,,14.84,94.95,10.48,,,11.6,,27.85,,11.19,21.53,74.49,,22.42,25.44,,,,,32.41,4.61,23.83,,23.05,26.42,30.01,25.54,,22.87,,19.04,,14.08,,,7.77,,,18.71,,19.29,23.68,,14.67,7.18
2024-11-22,,9.9,8.24,,22.83,36.79,10.48,,,11.6,,27.85,,11.19,21.24,74.49,,22.42,25.44,,,,,32.41,4.61,23.83,,22.41,26.26,30.11,26.35,,22.45,,19.2,,14.08,,,7.77,,,18.58,,19.29,23.19,,14.67,7.18
2024-11-25,,9.9,10.59,,25.52,108.6,10.48,,,12.3,,27.85,,11.19,21.24,74.49,,25.39,25.44,,,,,32.41,4.61,23.83,,23.03,24.99,34.57,26.74,,22.91,,12.5,,25.0,,,7.77,,,18.96,,19.29,22.78,,14.94,7.18
2024-11-26,,9.9,8.59,,25.57,150.78,10.48,,,12.3,,27.85,,11.19,23.82,74.49,,22.18,26.18,,,,,32.41,4.61,23.83,,23.65,27.11,34.62,22.36,,22.49,,19.43,,25.09,,,7.77,,,18.96,,19.29,22.25,,14.94,7.18
2024-11-27,,9.9,9.82,,15.6,150.78,8.0,,,12.3,,27.85,,11.19,21.27,74.49,,25.49,26.18,,,,,32.41,4.61,23.83,,23.37,26.73,34.66,24.65,,23.26,,12.42,,25.46,,,7.77,,,18.93,,19.29,22.8,,14.94,7.18
2024-11-28,,9.9,12.14,,15.6,94.49,8.0,,,12.3,,27.85,,11.19,24.91,74.49,,25.49,26.18,,,,,32.41,4.61,23.83,,23.51,24.84,16.19,24.65,,23.52,,12.33,,19.3,,,7.77,,,18.93,,19.29,23.91,,14.94,7.18
2024-11-29,,9.9,9.82,,14.95,114.67,8.0,,,14.32,,27.85,,11.19,24.91,74.49,,22.44,26.18,,,,,32.41,4.61,23.83,,23.59,24.87,16.31,22.4,,23.4,,13.2,,19.51,,,7.77,,,18.96,,19.29,23.91,,14.94,7.18
2024-12-02,,9.9,9.54,,14.95,114.67,8.0,,,12.55,,27.85,,11.19,21.44,150.59,,22.43,26.18,,,,,32.41,4.61,23.83,,23.59,26.84,16.31,27.64,,23.75,,13.15,,19.51,,,7.77,,,18.52,,19.29,24.65,,14.94,7.18
2024-12-03,,29.81,9.54,,14.95,116.96,8.0,,,12.55,,27.85,,11.19,22.83,150.59,,22.43,26.18,,,,,32.41,4.61,23.83,,22.37,24.1,22.24,27.93,,23.81,,12.0,,19.51,,,7.77,,,15.75,,19.29,23.73,,14.94,7.18
2024-12-04,,29.81,8.23,,16.3,163.95,8.0,,,12.55,,27.85,,11.19,22.58,223.17,,20.51,26.18,,,,,32.41,4.61,23.83,,23.7,25.12,30.46,21.8,,23.68,,11.94,,19.51,,,7.77,,,18.94,,19.29,22.66,,14.94,7.18
2024-12-05,,29.81,7.9,,16.3,163.95,8.0,,,12.55,,27.85,,11.19,27.23,223.17,,20.51,26.18,,,,,32.41,4.61,23.83,,23.84,31.23,30.46,22.29,,23.62,,11.94,,19.51,,,7.77,,,18.94,,19.29,23.38,,14.94,7.18
2024-12-06,,29.81,7.9,,16.3,163.95,8.0,,,12.55,,27.85,,11.19,26.61,223.17,,20.37,26.18,,,,,21.02,4.61,23.83,,23.72,23.61,26.32,22.51,,23.68,,11.94,,19.51,,,7.77,,,18.94,,19.29,22.75,,14.94,7.18
2024-12-09,,29.81,7.94,,16.3,132.97,8.0,,,12.55,,27.85,,11.19,26.49,223.17,,20.37,26.18,,,,,21.02,4.61,23.83,,25.16,24.28,16.3,22.51,,23.61,,11.61,,19.51,,,7.77,,,22.28,,19.29,23.21,,14.94,7.18
2024-12-10,,31.14,7.94,,16.3,132.97,8.0,,,13.3,,27.85,,11.19,26.18,175.51,,19.95,26.18,,,,,21.02,4.61,23.83,,23.77,26.11,16.3,23.16,,23.63,,11.61,,19.51,,,7.77,,,20.49,,19.29,24.32,,14.94,7.18
2024-12-11,,31.14,6.82,,25.64,132.97,8.0,,,13.3,,27.85,,11.19,26.18,175.51,,19.95,26.18,,,,,21.02,4.61,23.83,,23.52,26.43,16.3,22.7,,23.66,,21.04,,19.51,,,7.77,,,19.97,,19.29,23.86,,14.77,7.18
2024-12-12,,31.14,7.13,,15.17,179.66,8.0,,,13.3,,27.85,,11.19,26.18,247.89,,25.01,14.0,,,,,21.02,4.61,23.83,,23.21,26.98,16.3,22.58,,24.29,,24.15,,19.51,,,7.77,,,19.09,,19.29,25.07,,14.77,7.18
2024-12-13,,7.2,6.18,,15.17,179.66,8.0,,,13.3,,27.85,,11.19,26.18,247.89,,18.7,14.0,,,,,21.02,4.61,23.83,,23.88,25.76,16.3,22.97,,23.7,,11.19,,19.51,,,7.77,,,20.04,,19.29,24.88,,14.77,7.18
2024-12-16,,7.2,4.51,,15.17,188.85,7.98,,,13.3,,27.85,,11.19,22.6,262.09,,18.7,14.0,,,,,21.02,4.61,23.83,,22.76,26.61,39.01,22.85,,23.71,,24.2,,20.74,,,7.77,,,20.04,,19.29,24.47,,14.77,7.18
2024-12-17,,7.2,4.51,,25.69,136.41,7.98,,,13.3,,11.66,,11.19,22.91,265.89,,18.98,14.0,,,,,56.75,4.61,23.83,,22.86,25.45,16.3,22.8,,24.14,,24.33,,25.36,,,7.77,,,20.57,,19.29,25.25,,14.77,7.18
2024-12-18,,7.2,4.51,,25.69,136.41,7.98,,,13.3,,11.66,,11.19,21.71,269.82,,18.98,14.0,,,,,16.54,4.61,23.83,,22.93,26.51,19.88,26.68,,25.12,,12.19,,25.36,,,7.77,,,20.57,,19.29,25.78,,14.8,7.18
2024-12-19,,7.2,4.51,,25.69,196.42,7.98,,,13.3,,11.66,,11.19,22.01,273.87,,26.4,26.39,,,,,17.82,4.61,23.83,,24.16,24.71,16.3,23.21,,24.05,,24.47,,25.36,,,7.77,,,20.17,,19.29,25.05,,14.8,7.18
2024-12-20,,7.2,6.17,,15.78,144.31,7.98,,,11.25,,11.66,,11.19,41.18,286.76,,19.09,26.39,,,,,17.82,4.61,23.83,,23.69,24.96,16.3,23.21,,23.77,,23.47,,21.15,,,7.77,,,20.17,,19.29,24.06,,15.13,7.18
2024-12-23,,7.2,6.17,,26.67,125.25,7.98,,,11.25,,11.66,,11.19,29.16,267.21,,18.62,26.39,,,,,41.43,4.61,20.42,,22.51,24.82,26.73,24.48,,21.07,,19.34,,26.54,,,7.77,,,20.28,,36.33,23.73,,12.91,7.18
2024-12-24,,7.2,6.17,,16.59,203.07,7.98,,,11.25,,11.66,,11.19,29.22,147.55,,18.62,26.39,,,,,17.84,4.61,20.42,,22.11,23.39,26.73,22.72,,21.48,,18.27,,21.32,,,7.77,,,20.29,,36.33,23.41,,12.91,7.18
2024-12-25,,7.2,6.17,,16.59,126.95,7.98,,,11.25,,11.66,,11.19,23.27,143.98,,25.27,9.72,,,,,17.84,4.61,20.42,,21.39,22.44,26.73,19.72,,22.07,,17.63,,21.32,,,7.77,,,21.19,,36.33,23.19,,12.91,7.18
2024-12-26,,7.2,6.17,,16.59,126.95,7.98,,,10.94,,11.66,,11.19,22.95,151.42,,18.68,9.77,,,,,17.76,4.61,20.42,,20.88,20.26,16.33,19.9,,21.4,,17.63,,21.49,,,7.77,,,19.73,,6.95,21.44,,12.91,7.18
2024-12-27,,0.53,7.88,,16.59,165.3,7.98,,,10.94,,11.66,,11.19,22.99,377.82,,19.46,9.77,,,,,17.72,4.61,20.42,,20.92,23.25,28.31,19.9,,22.3,,17.36,,21.49,,,7.77,,,18.62,,6.95,21.16,,12.91,7.18
2024-12-30,,0.53,7.23,,16.59,12.22,7.98,,,10.94,,29.02,,11.19,21.38,156.7,,18.73,9.77,,,,,17.72,4.61,20.42,,20.13,20.87,16.39,19.14,,22.12,,17.36,,21.49,,,7.77,,,19.17,,6.95,22.82,,12.91,7.18
2024-12-31,,0.53,7.23,,16.59,12.22,7.98,,,10.94,,29.02,,11.19,21.38,156.7,,18.73,9.77,,,,,17.72,4.61,20.42,,20.13,20.87,16.39,19.14,,22.12,,17.36,,21.49,,,7.77,,,19.17,,6.95,22.82,,12.91,7.18
2025-01-01,,0.53,7.23,,16.59,12.22,7.98,,,10.94,,29.02,,11.19,21.38,156.7,,18.73,9.77,,,,,17.72,4.61,20.42,,20.13,20.87,16.39,19.14,,22.12,,17.36,,21.49,,,7.77,,,19.17,,6.95,22.82,,12.91,7.18
2025-01-02,,0.53,7.23,,16.59,12.22,7.98,,,10.94,,29.02,,11.19,21.38,156.7,,18.73,9.77,,,,,17.72,4.61,20.42,,20.13,20.87,16.39,19.14,,22.12,,17.36,,21.49,,,7.77,,,19.17,,6.95,22.82,,12.91,7.18
2025-01-03,,0.53,7.23,,16.59,12.22,7.98,,,9.95,,29.02,,11.19,21.38,128.13,,18.77,9.77,,,,,17.72,4.61,20.42,,19.79,21.19,17.48,20.0,,22.19,,7.37,,20.97,,,7.77,,,18.68,,6.95,20.26,,13.67,7.18
2025-01-06,,0.53,9.8,,16.59,12.22,7.01,,,9.95,,22.45,,11.19,25.21,129.78,,18.77,9.77,,,,,17.24,4.61,20.42,,20.28,22.36,17.48,18.42,,22.1,,7.37,,20.97,,,7.77,,,17.76,,-4.39,21.4,,16.17,7.18
2025-01-07,,0.53,9.8,,16.59,12.22,7.01,,,9.95,,22.45,,11.19,25.21,129.78,,18.77,9.77,,,,,17.24,4.61,20.42,,20.28,22.36,17.48,18.42,,22.1,,7.37,,20.97,,,7.77,,,17.76,,-4.39,21.4,,16.17,7.18
2025-01-08,,0.53,7.26,,16.59,115.5,7.01,,,9.95,,22.45,,11.19,27.92,143.05,,25.22,9.77,,,,,46.71,4.61,20.42,,21.53,20.62,17.49,19.25,,22.09,,7.47,,19.84,,,7.77,,,15.78,,-4.39,20.79,,15.19,7.18
2025-01-09,,37.37,7.26,,16.59,115.5,7.01,,,9.95,,22.45,,11.19,28.01,143.05,,23.05,9.77,,,,,47.14,4.61,20.42,,20.75,19.21,34.79,20.96,,22.38,,7.47,,23.09,,,7.77,,,18.2,,-4.39,20.02,,15.19,7.18
2025-01-10,,-6.02,7.26,,16.54,140.08,7.01,,,9.96,,22.45,,11.19,24.99,149.47,,15.92,9.77,,,,,47.14,4.61,20.42,,21.13,19.72,34.79,20.8,,23.11,,7.47,,14.72,,,7.77,,,16.77,,-4.39,21.2,,15.26,7.18
2025-01-13,,-6.02,7.26,,16.54,140.08,7.01,,,9.96,,22.45,,11.19,20.98,142.69,,16.59,9.77,,,,,27.39,4.61,20.42,,21.06,21.54,34.79,24.11,,22.04,,6.88,,14.77,,,7.77,,,16.27,,-4.39,20.09,,12.98,7.4
2025-01-14,,-6.02,7.26,,23.26,95.21,7.01,,,9.96,,22.45,,11.19,29.89,139.49,,16.39,9.77,,,,,20.28,4.61,20.42,,21.85,23.0,16.21,20.01,,21.77,,8.09,,14.77,,,7.77,,,16.27,,-4.39,20.05,,12.98,7.4
2025-01-15,,-6.76,7.26,,13.09,95.21,7.01,,,12.97,,22.45,,11.19,20.61,138.69,,16.17,9.77,,,,,0.97,4.61,20.42,,23.06,21.91,33.86,20.51,,22.03,,6.92,,14.77,,,7.77,,,16.28,,-0.97,23.5,,12.98,7.4
2025-01-16,,-6.76,9.68,,12.35,133.85,7.01,,,9.58,,22.45,,11.19,20.61,141.5,,16.17,9.77,,,,,0.97,4.61,20.42,,22.01,20.48,17.51,20.69,,22.85,,22.87,,14.96,,,7.77,,,17.72,,-0.97,22.64,,12.98,7.4
2025-01-17,,14.65,9.68,,12.35,95.52,7.0,,,9.53,,22.45,,11.19,29.72,155.99,,16.08,10.83,,,,,-8.54,4.61,20.42,,22.91,22.32,23.06,21.67,,22.79,,23.1,,14.96,,,7.77,,,16.8,,-0.86,23.24,,12.88,7.4
2025-01-20,,14.65,10.46,,12.35,95.52,7.0,,,9.53,,22.45,,11.19,21.03,162.68,,16.08,10.03,,,,,-8.54,4.61,20.42,,23.65,22.36,17.52,15.9,,22.51,,8.77,,16.93,,,7.77,,,15.28,,-0.86,23.3,,15.77,7.4
2025-01-21,,14.65,10.46,,12.35,95.52,7.0,,,9.53,,22.45,,11.19,21.38,196.16,,14.34,10.03,,,,,-8.54,4.61,20.42,,23.75,20.95,32.47,18.04,,22.55,,9.87,,17.01,,,7.77,,,19.43,,-0.86,23.4,,15.77,7.4
2025-01-22,,14.65,10.46,,12.35,95.52,6.99,,,9.53,,22.45,,19.37,21.85,213.83,,20.22,10.15,,,,,-9.97,4.61,20.42,,22.79,23.29,14.92,24.18,,22.59,,12.7,,17.08,,,7.77,,,16.71,,-0.86,23.35,,14.91,7.4
2025-01-23,,14.65,10.46,,12.35,101.3,6.99,,,9.47,,22.45,,19.37,28.87,203.33,,23.18,10.21,,,,,-9.97,4.61,20.42,,23.56,23.43,14.92,18.07,,22.8,,23.96,,17.16,,,7.77,,,16.74,,-0.86,22.97,,14.91,8.31
2025-01-24,,14.65,10.46,,23.93,144.92,6.99,,,9.47,,22.45,,19.37,22.19,181.52,,15.31,22.23,,,,,-9.97,4.61,20.42,,22.81,23.48,21.72,17.71,,22.37,,17.13,,18.39,,,7.77,,,21.18,,-1.19,22.73,,15.8,8.31
2025-01-27,,14.65,10.46,,19.73,144.92,6.99,,,9.47,,22.45,,19.37,21.35,202.49,,14.5,19.74,,,,,-9.97,4.61,20.42,,22.92,23.86,15.14,23.84,,22.82,,17.5,,18.39,,,7.77,,,20.79,,36.12,22.88,,17.25,8.31
2025-01-28,,14.65,10.46,,19.73,179.59,6.99,,,9.47,,22.45,,19.37,31.61,207.04,,20.34,19.87,,,,,11.51,4.61,20.42,,23.39,23.07,15.14,23.74,,22.74,,20.22,,18.39,,,7.77,,,22.26,,36.12,22.93,,16.26,8.31
2025-01-29,,14.65,10.46,,17.03,179.59,6.99,,,9.47,,22.45,,19.37,23.44,231.99,,14.21,19.87,,,,,11.31,4.61,20.42,,22.77,23.7,23.24,18.24,,22.11,,20.24,,18.39,,,7.77,,,21.28,,36.12,22.78,,16.26,8.31
2025-01-30,,14.65,10.46,,17.03,101.69,6.99,,,9.48,,22.45,,19.37,21.02,233.75,,20.14,19.87,,,,,11.31,4.61,20.42,,22.0,23.37,32.54,18.09,,22.11,,19.16,,18.39,,,7.77,,,21.26,,36.12,22.78,,16.26,8.31
2025-01-31,,14.65,10.46,,17.0,108.09,6.98,,,9.48,,22.45,,19.37,29.31,256.26,,14.14,19.87,,,,,20.28,4.61,20.42,,22.4,21.96,15.17,18.58,,22.23,,18.17,,18.39,,,7.77,,,20.08,,36.12,22.59,,16.26,8.31
2025-02-03,,14.65,10.46,,17.0,108.09,6.98,,,9.49,,22.45,,19.37,27.53,239.32,,20.12,20.68,,,,,10.22,4.61,20.42,,21.97,23.15,32.73,20.04,,22.31,,18.46,,18.39,,,7.77,,,20.08,,36.12,22.6,,16.3,8.31
2025-02-04,,14.65,10.46,,17.0,175.27,6.97,,,9.49,,22.45,,19.37,31.38,245.73,,20.14,9.24,,,,,9.97,4.61,20.42,,22.32,23.5,31.49,19.32,,22.77,,14.71,,18.39,,,7.77,,,20.1,,-2.05,22.2,,16.3,8.31
2025-02-05,,14.65,10.46,,25.93,175.27,6.97,,,8.87,,22.45,,19.37,22.66,289.25,,20.15,9.24,,,,,9.97,4.61,20.42,,22.41,23.77,31.49,16.81,,22.72,,13.62,,18.39,,,7.77,,,20.11,,-2.05,22.17,,16.3,8.31
2025-02-06,,14.65,10.46,,25.93,201.66,6.97,,,8.87,,22.45,,19.37,22.66,289.25,,22.77,9.24,,,,,92.45,4.61,20.42,,20.78,23.67,28.22,23.59,,22.39,,22.73,,14.44,,,7.77,,,20.1,,-2.05,21.76,,16.3,8.31
2025-02-07,,14.65,10.46,,16.69,409.03,6.97,,,8.87,,22.45,,19.37,22.66,427.41,,22.77,9.24,,,,,8.5,4.61,20.42,,22.26,23.37,28.22,23.71,,22.46,,22.98,,14.44,,,7.77,,,20.3,,-2.05,21.71,,16.3,8.31
2025-02-10,,14.65,10.46,,16.69,140.85,6.97,,,8.87,,22.45,,19.37,23.64,322.6,,17.14,9.24,,,,,8.28,4.61,20.42,,20.85,22.76,28.36,16.94,,22.63,,8.55,,14.44,,,7.77,,,21.35,,-2.05,21.03,,16.3,8.31
2025-02-11,,14.65,7.92,,16.69,146.27,6.97,,,8.87,,22.45,,19.37,23.76,333.49,,17.14,9.24,,,,,8.28,4.61,20.42,,20.77,23.35,28.36,19.12,,22.05,,8.41,,14.44,,,7.77,,,20.4,,-2.05,20.61,,16.3,8.31
