,RU000A0JV0T3,RU000A0JUKX4,RU000A0JRJL7,RU000A0JUCA9,RU000A0JV0U1,RU000A0JRU20,RU000A0JRJB8,RU000A0JVCB5,RU000A0JU2L7,RU000A0JS4K9,RU000A0JUC92,RU000A0JR4U9,RU000A0JTYK4,RU000A0JUG98,RU000A0JUAG0,RU000A0JRU46,RU000A0JV4R9,RU000A0JSQ58,RU000A0JRZ74,RU000A0JS9X1,RU000A0JTZF1,RU000A0JVB19,RU000A0JU9K4,RU000A0JQAM6,RU000A0JTFB2,RU000A0JTW83,RU000A0JU7S1,KG000A3LSJ06,RU000A0JTU85,KG000A3LSC78,RU000A0JS4Z7,RU000A1037P0,RU000A0JUAH8,RU000A0JVNL1,RU000A0JT403,RU000A0ZZAL5,RU000A0JU0N7,RU000A0JTYJ6,RU000A0JU2K9,RU000A0JS4J1,RU000A0JUAN6,RU000A0JV755,RU000A0JT6B2,RU000A0JUAP1,RU000A0JTB96,RU000A0JSGV0,RU000A0JVB27,RU000A0JUT85,RU000A0JS4L7
2024-01-17,,28.63,7.12,,2.4,9.83,8.79,,,7.96,,,,,13.14,8.52,,15.55,15.4,,,,,,,,,15.08,16.05,16.17,13.71,,14.21,,15.22,,14.8,,,,,,14.43,,11.65,12.54,,9.5,7.32
2024-01-18,,-3.25,7.12,,2.4,9.83,8.79,,,7.96,,23.97,,,13.11,8.52,,14.27,16.4,,,,,,,,,15.08,14.63,14.85,13.77,,13.88,,15.25,,14.8,,,,,,14.43,,11.65,12.53,,9.5,7.32
2024-01-19,,-3.25,7.37,,2.4,9.83,8.79,,,7.96,,4.66,,,16.04,8.52,,14.59,14.14,,,,,,,,,15.07,15.26,16.16,13.85,,14.31,,15.34,,16.0,,,,,,15.95,,11.65,12.54,,9.5,7.32
2024-01-22,,-3.25,7.37,,2.4,31.99,8.79,,,7.16,,4.66,,,17.07,8.52,,12.25,14.14,,,,,,,,,15.07,15.0,11.83,15.44,,14.35,,14.5,,14.31,,,,,,15.9,,11.65,12.42,,9.5,7.32
2024-01-23,,-3.25,7.37,,2.4,11.09,8.79,,,8.71,,4.66,,,17.15,42.91,,14.0,13.99,,,,,,,,,15.07,15.26,11.83,13.9,,14.37,,15.21,,14.31,,,,,,14.08,,11.65,12.43,,9.5,7.32
2024-01-24,,-3.25,7.37,,17.23,11.09,8.76,,,8.46,,4.66,,,17.15,42.91,,14.02,14.32,,,,,,,,,15.08,15.41,16.16,13.9,,13.69,,14.56,,14.39,,,,,,16.08,,11.65,12.49,,9.5,7.32
2024-01-25,,-3.25,7.37,,1.81,13.41,8.48,,,8.46,,4.66,,,13.1,8.54,,14.05,14.32,,,,,,,,,15.08,15.48,14.83,13.68,,14.01,,14.56,,14.39,,,,,,14.52,,11.65,12.42,,9.5,7.32
2024-01-26,,-3.25,5.16,,1.81,12.2,8.48,,,8.46,,4.66,,,13.1,8.5,,14.0,14.32,,,,,,,,,15.08,15.73,14.83,12.84,,13.78,,14.56,,14.47,,,,,,15.22,,11.65,12.45,,9.5,7.32
2024-01-29,,-3.25,5.24,,1.81,12.2,7.47,,,7.16,,4.66,,,17.05,8.5,,13.86,14.32,,,,,,,,,15.08,15.6,16.16,13.31,,13.79,,14.41,,14.47,,,,,,14.38,,11.65,12.56,,9.5,7.32
2024-01-30,,16.0,3.52,,1.81,14.32,7.35,,,7.16,,4.66,,,17.74,14.32,,14.05,14.15,,,,,,,,,15.19,15.53,11.68,12.86,,14.0,,14.44,,14.51,,,,,,14.36,,11.65,12.57,,9.5,7.32
2024-01-31,,-23.2,3.52,,1.81,22.02,7.34,,,7.16,,4.66,,,17.02,56.95,,12.15,14.15,,,,,,,,,15.12,15.31,11.68,12.9,,14.4,,14.74,,14.51,,,,,,14.36,,11.65,12.47,,9.5,7.32
2024-02-01,,-23.2,3.51,,1.81,22.25,7.34,,,7.16,,4.66,,,17.64,14.71,,14.1,14.15,,,,,,,,,15.14,15.48,16.19,12.91,,14.19,,14.77,,14.51,,,,,,14.36,,11.65,12.46,,9.5,7.32
2024-02-02,,-29.24,3.49,,1.16,15.52,7.34,,,7.16,,4.66,,,11.81,14.71,,14.18,16.65,,,,,,,,,15.15,15.68,16.19,12.91,,14.13,,14.86,,14.51,,,,,,14.94,,11.65,12.55,,9.5,7.32
2024-02-05,,-29.24,3.49,,1.16,15.52,7.34,,,7.16,,4.66,,,18.73,14.71,,17.38,14.18,,,,,,,,,15.2,14.59,16.19,13.0,,14.45,,14.46,,14.71,,,,,,14.51,,30.58,12.58,,9.5,7.32
2024-02-06,,-29.24,3.5,,1.16,15.52,6.4,,,8.45,,4.66,,,18.73,14.71,,15.84,14.34,,,,,,,,,15.18,14.67,11.64,13.06,,14.59,,14.51,,14.7,,,,,,14.7,,30.58,12.38,,9.5,7.32
2024-02-07,,-29.24,3.5,,1.16,15.52,6.4,,,8.45,,4.66,,,15.37,14.71,,12.53,14.34,,,,,,,,,15.17,14.4,11.64,13.04,,14.83,,14.5,,15.59,,,,,,15.35,,30.58,12.48,,9.54,7.32
2024-02-08,,-29.24,6.8,,18.4,37.48,6.26,,,8.45,,25.21,,,12.55,16.8,,12.54,16.48,,,,,,,,,15.17,11.75,11.64,15.94,,15.31,,14.61,,14.76,,,,,,15.49,,30.9,12.48,,9.54,7.32
2024-02-09,,-40.74,6.8,,-3.58,19.7,6.21,,,8.45,,25.21,,,17.08,17.37,,12.54,14.57,,,,,-38.88,,,,15.17,15.02,12.87,15.49,,15.17,,14.72,,15.41,,,,,,15.17,,30.9,12.21,,10.05,7.32
2024-02-12,,-40.74,6.8,,-3.58,26.8,6.2,,,8.45,,25.21,,,15.78,17.37,,12.54,14.84,,,,,-38.88,,,,15.22,14.54,12.87,13.08,,14.66,,14.75,,15.41,,,,,,15.32,,37.22,12.47,,10.05,7.32
2024-02-13,,-40.74,7.42,,-3.58,33.79,6.13,,,8.45,,25.21,,,16.23,17.37,,12.54,14.58,,,,,-38.95,,,,15.23,15.54,16.74,13.08,,15.15,,14.75,,15.41,,,,,,15.48,,37.22,13.19,,10.05,7.32
2024-02-14,,-40.74,7.42,,-3.58,29.46,6.13,,,8.45,,25.21,,,13.97,25.76,,12.63,14.58,,,,,-38.95,,,,15.23,14.43,11.59,13.01,,15.51,,15.42,,15.41,,,,,,16.06,,37.22,12.4,,10.05,7.32
2024-02-15,,16.01,7.42,,-3.58,29.92,6.13,,,8.45,,25.21,,,13.49,25.76,,17.17,14.65,,,,,-38.95,,,,15.36,14.63,16.71,12.99,,14.59,,15.32,,15.41,,,,,,15.82,,37.22,12.78,,10.05,7.32
2024-02-16,,16.01,9.3,,-3.58,22.49,8.81,,,9.99,,25.21,,,13.4,31.47,,12.73,14.77,,,,,-38.95,,,,15.29,14.49,11.57,15.16,,14.36,,13.73,,14.47,,,,,,14.73,,37.22,12.41,,10.05,7.32
2024-02-19,,-63.61,9.3,,-3.58,27.84,8.81,,,9.99,,25.21,,9.97,20.15,26.82,,15.97,14.77,,,,,-38.95,,,,15.18,15.89,11.57,15.2,,14.97,,13.99,,14.51,,,,,,14.43,,37.22,12.71,,10.05,7.32
2024-02-20,,17.12,6.75,,-3.58,27.84,8.92,,,9.99,,25.21,,9.97,13.34,26.82,,12.74,14.97,,,,,-38.95,,,,15.15,14.96,11.57,14.88,,15.61,,14.59,,14.68,,,,,,14.88,,37.22,12.9,,10.05,7.32
2024-02-21,,17.12,6.75,,-3.58,28.83,8.92,,,9.99,,25.21,,9.97,13.36,26.82,,15.8,14.87,,,,,-38.95,,,,15.29,14.71,11.57,15.4,,14.73,,14.97,,15.7,,,,,,14.77,,37.22,12.88,,12.66,7.32
2024-02-22,,10.77,6.75,,1.0,25.21,8.92,,,9.99,,25.21,,9.97,13.18,36.09,,15.91,15.0,,,,,-38.95,21.18,,,15.22,16.41,11.53,14.16,,15.54,,14.78,,15.01,,,,,,14.79,,34.25,13.7,,12.61,7.32
2024-02-23,,10.77,6.75,,1.0,25.21,8.92,,,9.99,,25.21,,9.97,13.18,36.09,,15.91,15.0,,,,,-38.95,21.18,,,15.22,16.41,11.53,14.16,,15.54,,14.78,,15.01,,,,,,14.79,,34.25,13.7,,12.61,7.32
2024-02-26,,10.77,6.75,,1.0,19.24,8.92,,,9.99,,4.74,,9.97,13.19,36.91,,12.93,15.03,,,,,-38.95,21.18,,,15.35,16.76,11.52,14.32,,15.07,,14.81,,15.03,,,,,,14.99,,34.25,14.29,,12.35,7.32
2024-02-27,,12.43,6.75,,1.0,19.24,8.92,,,9.99,,4.74,,9.97,13.16,37.9,,12.95,15.03,,,,,-38.95,21.18,,,15.25,15.15,11.52,15.1,,15.43,,14.83,,15.07,,,,,,14.64,,34.25,14.96,,12.18,7.32
2024-02-28,,10.96,6.75,,1.0,33.24,8.92,,,9.99,,4.74,,9.97,19.96,41.52,,14.81,15.03,,,,,-38.95,21.18,,,15.23,16.6,14.11,15.19,,14.95,,14.86,,15.09,,,,,,14.5,,34.25,14.89,,12.32,7.32
2024-02-29,,10.96,7.42,,0.93,33.24,7.0,,,8.11,,21.16,,9.97,13.09,42.59,,15.55,15.1,,,,,-38.95,21.18,,,15.23,14.2,14.08,15.1,,14.98,,13.93,,15.12,,,,,,14.1,,34.25,14.53,,12.32,7.32
2024-03-01,,14.7,7.42,,0.93,33.24,7.0,,,8.11,,21.16,,24.78,15.71,46.31,,13.89,14.29,,,,,-38.95,21.18,,,15.22,17.12,14.08,14.97,,14.22,,14.79,,15.12,,,,,,13.97,,34.25,13.74,,12.35,7.32
2024-03-04,,13.6,7.42,,0.93,29.68,7.0,,,7.81,,21.16,,24.78,12.98,51.22,,14.67,14.29,,,,,-38.95,21.18,,,15.23,14.3,16.72,15.26,,15.55,,14.09,,15.12,,,,,,14.19,,34.25,13.71,,12.35,7.32
2024-03-05,,14.79,7.42,,0.93,27.68,7.0,,,7.81,,21.16,,24.78,12.98,21.74,,13.15,14.29,,,,,-38.95,21.18,,,15.2,14.07,14.07,14.77,,14.9,,14.09,,15.12,,,,,,14.19,,34.25,13.92,,12.38,7.32
2024-03-06,,10.79,7.42,,0.93,30.01,7.0,,,7.81,,21.16,,24.78,12.79,101.57,,13.21,14.29,,,,,-38.95,16.48,,,15.25,14.67,14.07,14.81,,15.04,,14.58,,15.12,,,,,,14.68,,34.25,13.7,,12.29,7.32
2024-03-07,,10.79,7.42,,-0.38,40.75,7.0,,,7.81,,21.16,,24.78,12.79,101.57,,13.21,11.86,,,,,-38.95,16.48,,,15.26,14.4,14.07,15.02,,13.98,,14.66,,10.24,,,,,,15.74,,34.25,13.85,,12.27,7.32
2024-03-08,,10.79,7.42,,-0.38,40.75,7.0,,,7.81,,21.16,,24.78,12.79,101.57,,13.21,11.86,,,,,-38.95,16.48,,,15.26,14.4,14.07,15.02,,13.98,,14.66,,10.24,,,,,,15.74,,34.25,13.85,,12.27,7.32
2024-03-11,,10.79,7.42,,-0.38,47.49,6.99,,,7.81,,21.16,,24.78,12.79,101.57,,15.41,15.47,,,,,-38.95,16.48,,,15.49,14.08,14.07,15.24,,15.7,,15.74,,12.12,,,,,,15.22,,8.25,13.96,,12.36,7.32
2024-03-12,,10.79,7.42,,6.16,46.94,6.98,,,7.81,,21.16,,24.78,13.12,321.12,,15.49,13.89,,,,,-38.95,16.48,,,15.38,-6.48,14.07,15.79,,15.3,,15.41,,12.12,,,,,,15.76,,8.25,13.64,,12.45,7.32
2024-03-13,,10.79,7.42,,6.16,41.63,6.98,,,7.81,,21.16,,24.78,13.12,38.9,,16.31,14.48,,,,,-38.95,16.48,,,15.29,-4.2,14.07,14.77,,15.35,,15.61,,12.24,,,,,,15.78,,8.25,13.86,,12.45,7.32
2024-03-14,,10.79,7.42,,6.16,41.77,7.65,,,7.81,,10.71,,24.78,15.67,299.37,,15.8,11.95,,,,,-38.95,23.96,,,15.29,9.95,14.04,14.77,,16.11,,15.47,,11.45,,,,,,15.38,,8.25,13.89,,12.45,7.32
2024-03-15,,10.79,7.39,,6.16,13.58,7.65,,,7.81,,10.71,,24.78,15.67,32.95,,17.36,11.95,,,,,5.12,23.96,,,15.36,8.23,17.24,14.94,,17.08,,16.0,,11.45,,,,,,15.62,,41.24,14.67,,12.45,7.32
2024-03-18,,10.79,7.39,,6.16,13.58,7.65,,,7.81,,10.71,,24.78,15.67,32.95,,17.36,11.95,,,,,5.12,23.96,,,15.36,8.23,17.24,14.94,,17.08,,16.0,,11.45,,,,,,15.62,,41.24,14.67,,12.45,7.32
2024-03-19,,10.79,7.39,,6.16,13.58,7.65,,,7.81,,10.71,,24.78,15.67,32.95,,17.36,11.95,,,,,5.12,23.96,,,15.36,8.23,17.24,14.94,,17.08,,16.0,,11.45,,,,,,15.62,,41.24,14.67,,12.45,7.32
2024-03-20,,10.79,7.39,,6.16,13.58,7.65,,,7.81,,10.71,,24.78,15.67,32.95,,17.36,11.95,,,,,5.12,23.96,,,15.36,8.23,17.24,14.94,,17.08,,16.0,,11.45,,,,,,15.62,,41.24,14.67,,12.45,7.32
2024-03-21,,10.79,7.39,,6.16,13.58,7.65,,,7.81,,10.71,,24.78,15.67,32.95,,17.36,11.95,,,,,5.12,23.96,,,15.36,8.23,17.24,14.94,,17.08,,16.0,,11.45,,,,,,15.62,,41.24,14.67,,12.45,7.32
2024-03-22,,14.78,7.39,,6.16,17.55,7.82,,,7.81,,10.71,,24.78,12.34,106.26,,16.86,8.7,,,,,5.12,23.96,,,15.9,15.6,18.01,15.43,,17.12,,14.71,,11.45,,,,,,18.24,,40.99,13.97,,12.2,7.32
2024-03-25,,14.78,7.39,,9.81,17.55,7.82,,,7.81,,10.71,,24.78,12.34,106.26,,14.38,8.7,,,,,3.91,23.96,,,15.41,15.35,13.9,15.52,,15.75,,15.19,,9.75,,,,,,16.73,,40.99,14.82,,12.2,7.32
2024-03-26,,13.74,7.39,,9.81,149.52,9.1,,,7.81,,10.71,,24.78,13.09,106.26,,16.16,11.1,,,,,3.91,23.96,,,15.47,15.56,16.14,15.47,,15.59,,14.67,,5.54,,,,,,14.81,,40.99,14.85,,12.2,7.32
2024-03-27,,13.74,6.72,,9.81,149.52,9.1,,,7.81,,17.48,,24.78,12.78,106.26,,16.21,2.42,,,,,3.91,23.96,,,15.55,15.44,17.26,14.69,,15.94,,14.66,,5.54,,,,,,15.58,,40.99,14.47,,10.22,7.32
2024-03-28,,9.66,9.83,,9.81,149.52,9.08,,,7.81,,17.48,,24.78,12.39,106.26,,16.21,2.42,,,,,3.91,23.96,,,16.65,15.5,16.14,14.4,,15.52,,14.73,,5.54,,,,,,15.14,,40.99,14.24,,12.65,7.32
2024-03-29,,9.66,7.38,,9.81,149.52,6.31,,,7.81,,21.7,,24.78,11.89,106.26,,14.64,2.42,,,,,3.91,23.96,,,16.14,15.49,14.01,15.78,,15.2,,15.32,,9.92,,,,,,15.62,,40.99,14.66,,12.4,7.32
2024-04-01,,9.66,7.38,,27.85,149.52,8.4,,,7.81,,21.7,,17.79,26.81,106.26,,14.64,10.44,,,,,6.1,23.96,,,16.08,14.62,14.01,15.61,,16.17,,15.05,,6.59,,,,,,15.67,,40.99,15.11,,12.43,10.12
2024-04-02,,9.66,7.38,,-4.24,149.52,7.99,,,7.81,,21.7,,19.79,19.77,106.26,,14.64,10.44,,,,,6.1,23.96,,,15.8,14.7,16.91,15.42,,16.74,,15.75,,6.59,,,,,,14.78,,3.97,14.54,,10.23,10.12
2024-04-03,,9.55,7.38,,-4.24,149.52,6.31,,,8.43,,13.29,,12.86,11.8,106.26,,14.74,10.44,,,,,6.1,23.96,,,15.8,15.06,16.91,15.46,,15.66,,16.02,,6.59,,,,,,15.11,,3.97,14.31,,10.23,10.12
2024-04-04,,9.55,7.38,,-4.24,149.52,6.31,,,9.75,,13.29,,12.86,11.6,106.26,,15.78,10.44,,,,,6.1,23.96,,,15.69,14.99,16.91,15.54,,17.08,,15.71,,6.62,,,,,,15.56,,3.97,14.48,,10.24,10.12
2024-04-05,,9.55,7.37,,-4.24,22.98,6.31,,,9.75,,13.29,,12.86,11.17,27.95,,16.08,10.44,,,,,6.1,23.96,,,15.96,15.36,14.71,15.91,,15.52,,15.95,,3.58,,,,,,15.12,,3.97,14.14,,13.02,10.12
2024-04-08,,8.77,9.82,,-16.11,22.0,6.31,,,9.75,,13.29,,12.86,10.72,13.3,,15.03,10.44,,,,,6.1,23.96,,,15.98,15.21,14.77,15.78,,15.64,,15.69,,3.58,,,,,,14.39,,3.97,14.84,,13.02,10.12
2024-04-09,,8.77,7.39,,-16.11,15.7,6.31,,,9.75,,13.29,,12.86,10.72,23.33,,15.03,10.44,,,,,6.1,23.96,,,15.94,15.04,15.54,15.44,,17.3,,15.51,,3.37,,,,,,15.53,,22.18,14.21,,12.61,7.26
2024-04-10,,8.77,7.38,,8.89,15.83,6.31,,,9.75,,13.29,,12.86,10.43,23.33,,15.03,10.44,,,,,6.1,23.96,,,15.83,14.98,15.54,14.78,,16.29,,15.51,,3.37,,,,,,14.72,,22.18,14.58,,12.61,7.26
2024-04-11,,8.77,7.38,,-8.89,17.45,6.31,,,9.75,,13.29,,12.86,11.45,16.45,,15.97,8.73,,,,,6.1,23.96,,,15.88,14.82,15.54,15.09,,16.29,,15.51,,3.37,,,,,,14.87,,22.18,15.02,,12.61,7.26
2024-04-12,,12.23,7.38,,-8.89,15.95,6.31,,,9.75,,13.29,,12.86,10.9,16.45,,15.2,8.73,,,,,6.1,23.96,,,15.57,15.11,16.27,15.12,,15.72,,15.68,,9.27,,,,,,14.91,,22.18,14.73,,12.61,7.26
2024-04-15,,8.67,6.46,,-8.89,21.03,6.31,,,8.43,,13.29,,12.86,9.52,19.56,,15.2,8.73,,,,,6.1,23.96,,,15.69,14.66,16.27,15.12,,15.7,,15.39,,14.84,,,,,,13.08,,22.18,15.15,,12.61,7.26
2024-04-16,,8.67,6.46,,-8.89,19.98,4.06,,,10.08,,13.29,,12.86,9.52,21.08,,15.2,8.73,,,,,6.1,23.96,,,15.78,14.96,16.92,15.12,,16.85,,16.07,,14.84,,,,,,12.9,,22.18,14.9,,12.61,7.26
2024-04-17,,8.67,6.46,,-8.89,19.74,4.06,,,10.08,,13.29,,12.86,9.07,21.08,,15.2,8.73,,,,,6.1,23.96,,,15.85,14.91,18.63,16.31,,15.89,,15.96,,14.84,,,,,,12.26,,22.18,14.48,,12.61,7.26
2024-04-18,,8.63,6.46,,-10.63,19.74,4.06,,,10.08,,13.29,,12.86,8.67,21.2,,15.2,8.73,,,,,6.1,23.96,,,16.0,14.7,17.69,16.65,,16.13,,15.9,,14.84,,,,,,12.26,,22.18,14.83,,12.7,7.26
2024-04-19,,8.23,6.46,,-10.63,19.74,4.06,,,10.07,,13.29,,12.86,7.76,21.38,,15.2,7.07,,,,,6.1,23.96,,,15.89,14.94,16.08,16.65,,16.27,,15.64,,14.84,,,,,,13.41,,22.18,14.6,,12.88,7.26
2024-04-22,,8.23,6.46,,11.09,19.74,4.06,,,10.07,,13.29,,12.86,17.44,21.38,,15.2,7.07,,,,,4.39,23.96,,,16.03,15.2,16.15,15.22,,16.36,,15.69,,14.84,,,,,,12.49,,22.18,14.8,,12.8,7.26
2024-04-23,,8.23,6.46,,11.09,19.74,4.06,,,8.42,,13.29,,12.86,21.64,16.05,,15.2,7.07,,,,,4.39,23.96,,,15.9,14.94,16.15,17.18,,16.37,,15.69,,14.84,,,,,,12.35,,22.18,15.14,,12.8,7.26
2024-04-24,,12.56,6.46,,19.25,19.74,4.38,,,10.16,,13.29,,12.86,5.82,16.05,,15.99,7.07,,,,,4.39,23.96,,,15.96,15.42,16.92,16.21,,15.45,,15.37,,14.84,,,,,,14.31,,22.18,15.16,,12.8,7.26
2024-04-25,,12.56,6.44,,19.25,19.74,4.38,,,10.16,,13.29,,12.86,5.82,16.05,,15.99,7.07,,,,,4.39,23.96,,,15.9,15.5,16.15,16.04,,15.91,,16.15,,10.24,,,,,,12.3,,22.18,14.39,,12.9,7.26
2024-04-26,,12.56,7.36,,14.61,18.01,4.4,,,8.51,,13.29,,12.86,4.53,16.05,,15.96,7.07,,,,,4.39,23.96,,,15.83,15.15,20.14,15.76,,16.34,,15.47,,10.24,,,,,,12.18,,22.18,14.37,,12.9,7.26
2024-04-29,,12.56,8.7,,14.61,18.01,6.98,,,10.04,,13.29,,12.86,10.05,16.05,,14.23,7.07,,,,,4.39,9.51,,,15.87,15.48,16.15,15.73,,15.45,,14.48,,10.24,,,,,,14.54,,22.18,14.59,,12.9,7.26
2024-04-30,,12.56,7.35,,14.61,18.01,6.98,,,10.04,,13.29,,12.86,17.07,16.05,,14.23,7.07,,,,,4.39,9.51,,,15.84,15.1,16.15,15.89,,16.18,,16.11,,10.24,,,,,,12.95,,22.18,14.44,,12.9,7.26
2024-05-01,,12.56,7.35,,14.61,18.01,6.98,,,10.04,,13.29,,12.86,17.07,16.05,,14.23,7.07,,,,,4.39,9.51,,,15.84,15.1,16.15,15.89,,16.18,,16.11,,10.24,,,,,,12.95,,22.18,14.44,,12.9,7.26
2024-05-02,,12.56,7.35,,14.61,18.01,2.44,,,10.04,,13.29,,12.86,17.19,19.16,,9.24,14.68,,,,,0.1,9.51,,,15.61,15.45,16.15,15.99,,16.26,,14.79,,10.24,,,,,,15.27,,22.18,14.65,,12.86,7.26
2024-05-03,,12.56,7.35,,-45.11,17.02,7.24,,,10.04,,13.29,,12.86,15.7,17.92,,9.24,14.68,,,,,-0.28,9.51,,,15.53,15.37,16.17,15.72,,15.19,,15.61,,11.88,,,,,,12.2,,22.18,14.56,,12.86,7.26
2024-05-06,,12.62,7.42,,-45.11,17.82,7.17,,,10.04,,5.12,,12.86,16.3,28.76,,17.84,17.16,,,,,-0.41,9.51,,,15.58,15.33,16.14,15.97,,15.51,,15.04,,16.99,,,,,,12.15,,22.18,14.49,,12.86,7.26
2024-05-07,,12.62,7.35,,-50.59,17.82,7.17,,,10.04,,5.12,,12.86,17.47,18.66,,17.84,17.16,,,,,-0.54,9.51,,,15.93,15.38,16.14,16.2,,14.54,,15.0,,16.99,,,,,,12.15,,22.18,14.33,,9.76,7.26
2024-05-08,,12.62,7.35,,-50.59,17.74,2.42,,,8.78,,5.12,,12.86,17.05,18.66,,18.19,17.16,,,,,-10.65,9.51,,,15.59,15.19,17.73,16.48,,17.43,,15.0,,16.99,,,10.43,,,12.75,,22.18,14.39,,9.76,7.26
2024-05-09,,12.62,7.35,,-50.59,17.74,2.42,,,8.78,,5.12,,12.86,17.05,18.66,,18.19,17.16,,,,,-10.65,9.51,,,15.59,15.19,17.73,16.48,,17.43,,15.0,,16.99,,,10.43,,,12.75,,22.18,14.39,,9.76,7.26
2024-05-10,,7.37,7.34,,-50.59,17.74,2.42,,,8.78,,5.2,,12.86,16.94,21.4,,18.03,11.52,,,,,-10.65,9.51,,,15.78,15.18,17.73,16.48,,14.81,,16.2,,16.99,,,10.43,,,14.68,,22.18,14.26,,12.85,7.26
2024-05-13,,11.86,7.34,,17.58,17.74,2.42,,,8.78,,5.2,,12.86,0.57,21.4,,18.03,17.42,,,,,-1.37,9.51,,,16.08,14.77,20.23,16.22,,15.35,,15.94,,16.99,,,10.43,,,14.7,,22.18,14.64,,10.13,7.26
2024-05-14,,11.86,7.34,,17.58,26.31,2.42,,,8.78,,5.2,,12.86,20.83,25.53,,18.47,17.42,,,,,-1.37,9.51,,,16.26,16.1,16.14,16.22,,16.3,,16.29,,16.99,,,10.43,,,12.78,,22.18,14.83,,10.13,7.26
2024-05-15,,11.86,7.34,,17.65,25.34,2.42,,,8.78,,23.78,,12.86,18.06,25.61,,18.92,17.42,,,,,-1.67,9.51,,,15.9,15.46,18.15,16.37,,15.42,,15.74,,16.99,,,10.43,,,14.68,,22.18,14.69,,10.13,7.26
2024-05-16,,11.86,7.34,,12.25,25.34,2.42,,,8.78,,28.02,,12.86,20.33,32.36,,18.81,17.6,,,,,-1.67,9.51,,,15.98,15.21,16.14,16.25,,16.21,,15.74,,16.99,,,8.15,,,13.4,,22.18,14.6,,12.68,7.26
2024-05-17,,7.7,7.34,,11.94,27.72,2.42,,,8.78,,5.07,,12.86,19.97,23.64,,19.19,14.31,,,,,-1.67,9.51,,,16.51,15.48,16.14,16.18,,15.82,,15.95,,13.09,,,8.15,,,12.53,,22.18,14.84,,12.68,7.26
