Полное наименование,Код ценной бумаги,"Цена, %","Объем сделок за n дней, шт.",Доходность,"Дюрация, месяцев",Месяцы выплат
Мобильные ТелеСистемы 001P-13,RU000A101939,95.27,33762,13.08,9.6,––-––-03-––-––-06-––-––-09-––-––--12
Первое кол.бюро НАО 001Р-01,RU000A1020S0,95.62,33572,21.12,9.33,––-02-––-––-05-––-––-08-––-––-11-––
Орловская область 2017,RU000A0ZYGM3,95.74,32852,15.28,8.69,––-––-03-––-––-06-––-––-09-––-11-––
АО ЭР-Телеком Холдинг ПБО-04,RU000A1029P7,95.17,29902,16.92,7.66,––-––-––-04-––-––-07-––-––-10-––-––
Банк ВТБ (ПАО) Б-1-230,RU000A103Q81,95.83,27988,15.73,6.6,––-––-03-––-––-06-––-––-09-––-––-––
ГПБ (АО) БО-19,RU000A0ZYRY5,96.5,26294,15.02,11.33,––-02-––-––-––-––-––-08-––-––-––-––
Банк ВТБ (ПАО) Б-1-252,RU000A1046G0,95.77,24540,15.34,8.93,––-––-03-––-––-06-––-––-09-––-––--12
ПАО Татнефть БО-001P-01,RU000A1018K1,94.93,23102,13.27,9.53,––-––-03-––-––-06-––-––-09-––-––--12
Россельхозбанк АО БО-06Р,RU000A0ZZPZ3,96.23,21147,14.8,7.33,––-––-––-04-––-––-––-––-––-10-––-––
ДОМ.РФ АО 001Р-09R,RU000A104123,94.02,20942,15.22,8.4,––-––-––-––-05-––-––-––-––-––-11-––
МФК Быстроденьги 001P-01,RU000A101483,97.41,20720,23.57,6.06,––-––-––-––-––-––-––-––-––-––-––-––
МегаФон ПАО БО-001P-03,RU000A0ZYC98,96.67,20352,14.71,7.0,––-––-––-04-––-––-––-––-––-10-––-––
Джи-групп 001P-01,RU000A101TS4,93.6,20178,25.42,7.56,––-––-03-––-––-06-––-––-09-––-––--12
АО им. Т.Г. Шевченко 001P-01,RU000A100YP2,95.22,19538,23.51,7.5,––-––-––-04-––-––-07-––-––-10-––-––
Сэтл-Групп ООО БО-001P-02,RU000A100MG6,94.2,19036,19.54,10.26,01-––-––-04-––-––-07-––-––-10-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P1,RU000A100WC4,96.49,18665,15.36,6.86,––-––-––-04-––-––-––-––-09-––-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П11,RU000A101DL3,89.91,18131,13.19,11.63,––-02-––-––-––-––-––-––-––-––-––-––
ФПК Гарант-Инвест БО 001P-06,RU000A1016U4,94.8,17318,20.12,9.06,––-––-03-––-––-06-––-––-09-––-––--12
Кредит Европа Банк АО 001Р-03,RU000A100X77,96.75,17138,15.55,7.16,––-––-––-04-––-––-07-––-––-10-––-––
ГосТранспортЛизингКомп БО-07,RU000A0JW1P8,97.29,16786,10.85,9.53,––-––-––-––-––-––-––-––-––-––-––-––
Магнит ПАО БО-002Р-01,RU000A101HJ8,95.03,14887,11.96,11.66,––-––-03-––-––-––-––-––-09-––-––-––
Позитив Текнолоджиз 001Р-01,RU000A101YV8,94.79,14252,18.27,11.76,01-––-––-04-––-––-07-––-––-10-––-––
РОСБАНК БО-002P-08,RU000A102F28,95.98,14105,11.62,8.96,––-––-––-––-05-––-––-––-––-––-11-––
Верхбак цемент завод 1P-1R,RU000A0ZYLK7,98.0,13968,16.1,9.16,––-––-03-––-––-06-––-––-09-––-––--12
ВЭБ.РФ об. сер. 21,RU000A0JS4Z7,99.89,13262,11.42,11.36,––-––-03-––-––-––-––-––-––-––-––-––
Магнит ПАО БО-003Р-05,RU000A1018X4,96.36,13189,11.62,9.69,––-––-––-––-––-06-––-––-––-––-––--12
ОФЗ-АД 46022 19/07/23,SU46022RMFS8,95.592,13060,12.32,10.3,––-––-––-––-––-––-––-––-––-––-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П09,RU000A1016X8,89.0,12223,17.36,9.8,––-––-––-––-––-––-––-––-––-––-––--12
Лидер-Инвест АО БО-П02,RU000A0ZYU39,89.68,11842,21.73,11.5,––-02-––-––-––-––-––-08-––-––-––-––
ПАО НК Роснефть обл.07,RU000A0JTS06,94.1,11539,14.12,11.83,––-––-03-––-––-––-––-––-09-––-––-––
Мясничий БО-П03,RU000A1006B5,93.87,11469,22.66,11.06,––-––-––-––-––-––-––-––-––-––-––-––
Группа компаний Самолет БО-П02,RU000A0ZYEM8,91.31,11247,29.67,7.76,––-––-––-04-––-––-07-––-––-10-––-––
РОСНАНО АО обл. 06,RU000A0JVVA7,95.61,10944,21.56,7.2,––-––-––-04-––-––-––-––-––-10-––-––
ВЭБ.РФ ПБО-001Р-К399,RU000A104HU9,98.42,10615,13.07,11.7,––-02-––-––-––-––-––-––-––-––-––-––
ФПК Гарант-Инвест БО 002Р-01,RU000A102DZ1,93.5,10070,21.87,8.69,––-––-––-––-05-––-––-08-––-––-11-––
ГосТранспортЛизингКомп 001P-07,RU000A0ZYNY4,93.5,10012,18.61,10.19,01-––-––-04-––-––-07-––-––-10-––-––
Вита Лайн БО-01,RU000A101DU4,91.0,9927,23.83,10.8,––-02-––-––-05-––-––-08-––-––-11-––
КарМани БО-1-1,RU000A0ZYAQ7,97.6,9849,19.47,7.63,––-––-––-––-––-––-––-––-––-––-––-––
Россельхозбанк АО БО-02R-Р,RU000A101DD0,94.32,9784,13.49,10.73,––-––-––-––-––-––-––-––-––-––-––-––
Россельхозбанк (АО) БО-14,RU000A0JUW72,95.0,9737,17.46,7.06,––-––-––-––-––-––-––-––-––-––-––-––
ГосТранспортЛизингКомп БО-06,RU000A0JVWJ6,93.66,9332,18.49,7.76,––-––-––-––-––-––-––-––-––-––-––-––
ГПБ (АО) БО-18,RU000A0ZYRX7,93.27,9111,10.76,11.33,––-02-––-––-––-––-––-08-––-––-––-––
ЭнергоТехСервис 001Р-02,RU000A101TR6,97.0,9063,16.96,9.16,––-––-03-––-––-06-––-––-09-––-––--12
Новосибирск мун.обл. 2015,RU000A0JVUD3,100.02,8527,12.71,7.16,––-––-––-––-––-––-––-––-––-––-––-––
Банк ВТБ (ПАО) Б-1-130,RU000A104KG2,99.99,8117,10.37,11.4,01-02-03-04-05-06-07-08-09-10-11--12
Ярославская обл. об.2016г.,RU000A0JWHN7,98.97,8049,11.7,10.53,––-––-––-––-––-––-––-––-––-––-––-––
Россельхозбанк АО БО-01R-Р,RU000A101129,95.01,7070,15.59,8.06,––-––-––-––-––-––-––-––-––-––-––-––
Минфин Магаданской обл. 2017,RU000A0ZYL48,95.06,6970,15.3,9.6,––-––-03-––-––-06-––-––-09-––-––--12
ВсеИнструменты.ру ООО БО-02,RU000A101970,93.85,6957,23.2,9.33,––-––-03-––-––-06-––-––-09-––-––--12
ТЕПЛОЭНЕРГО 001Р-01,RU000A102J57,96.89,6873,14.99,9.19,––-––-03-––-––-06-––-––-09-––-––--12
Тойота Банк БО-001P-03,RU000A100YW8,95.77,6339,14.62,7.8,––-––-––-04-––-––-––-––-––-10-––-––
СуперОкс БО-П01,RU000A100W52,96.99,5761,22.27,6.7,––-––-03-––-––-06-––-––-09-––-––-––
МСБ-Лизинг 002Р-02,RU000A100DC4,94.66,5752,19.94,11.96,––-––-––-––-––-––-––-––-––-––-––-––
Солид-Лизинг ООО БО-001-05,RU000A100TD8,95.0,4869,25.0,6.06,––-––-03-––-––-06-––-––-09-––-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П05,RU000A100WT8,90.01,4710,22.38,7.46,––-––-––-––-––-––-––-––-––-10-––-––
ЭБИС БО-П01,RU000A100VY0,93.96,4690,25.65,6.76,––-––-03-––-––-06-––-––-09-––-––-––
Труд 001Р-01,RU000A101624,95.8,4644,19.74,8.9,––-––-03-––-––-06-––-––-09-––-––--12
Донской ломбард 001P,RU000A1024R4,90.12,4425,26.52,11.8,––-––-03-04-05-––-––-––-––-––-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П08,RU000A1016Y6,92.4,4391,13.1,9.8,––-––-––-––-––-––-––-––-––-––-––--12
ЕвроХим МХК АО БО-001Р-04,RU000A100LS3,93.51,4303,16.61,10.56,01-––-––-––-––-––-07-––-––-––-––-––
ЭБИС БО-П02,RU000A1014A1,95.38,4284,25.01,8.5,––-––-03-––-05-––-––-08-––-––-11-––
ДиректЛизинг БО 001P-04,RU000A100Z00,95.01,3719,23.96,7.66,––-––-––-04-––-––-07-––-––-10-––-––
Автодор ГК БО-004Р-05,RU000A104KT5,97.78,3702,14.6,11.6,––-02-––-––-––-––-––-08-––-––-––-––
СЭЗ им. С.Орджоникидзе 001Р-01,RU000A1012K4,96.99,3245,17.82,8.3,––-––-––-––-05-––-––-––-––-––-11-––
Экспобанк БО-02,RU000A100YT4,94.89,3204,16.73,8.03,––-––-––-––-05-––-––-08-––-––-11-––
РН БАНК АО БО-001Р-06,RU000A100UU0,96.41,3196,16.36,6.76,––-––-03-––-––-––-––-––-09-––-––-––
ПАО НК Роснефть обл.08,RU000A0JTS22,92.66,3168,15.89,11.83,––-––-03-––-––-––-––-––-09-––-––-––
СофтЛайн Трейд 001P-03,RU000A101LV5,98.51,3132,13.41,10.36,01-––-––-04-––-––-07-––-––-10-––-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П07,RU000A101160,89.0,3014,21.34,8.6,––-––-––-––-––-––-––-––-––-––-11-––
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П04,RU000A100SF5,95.39,2975,13.33,6.23,––-––-––-––-––-––-––-––-09-––-––-––
Солид-Лизинг ООО БО-001-06,RU000A1018D6,90.15,2829,24.8,9.23,––-––-03-––-––-06-––-––-09-––-––--12
ПАО Россети Моск.рег. БО1Р01,RU000A100AD8,97.9,2696,12.31,7.46,––-––-––-04-––-––-––-––-––-10-––-––
ЕАБР БО 001Р-04,RU000A100JC1,96.97,2615,12.11,10.3,01-––-––-––-––-––-07-––-––-––-––-––
Завод КЭС 001P-01,RU000A1018L9,92.01,2564,27.72,9.19,––-––-03-––-––-06-––-––-09-––-––--12
Polyus Finance Plc 23,XS1533922933,95.3822,2489,10.63,11.3,––-02-––-––-––-––-––-08-––-––-––-––
ТрансКонтейнер ПАО БО-01,RU000A0ZYPG6,93.99,2451,18.72,7.63,01-––-––-––-––-––-07-––-––-––-––-––
ПАО АНК Башнефть об. 06,RU000A0JTM28,95.02,2402,14.12,11.0,01-––-––-––-––-––-––-08-––-––-––-––
НПП Моторные технологии001Р-02,RU000A101HA7,90.51,1993,26.19,11.23,––-––-03-––-––-06-––-08-––-––-11-––
Группа Продовольствие БО-01,RU000A102580,100.4,1804,13.03,7.23,––-––-03-04-05-––-––-––-––-––-––-––
Томская обл. 55 вып.(с аморт.),RU000A0JW1K9,98.99,1696,11.74,9.16,––-––-––-––-––-––-––-––-––-––-––-––
МСБ-Лизинг 002P-04,RU000A102SN5,90.1,1639,25.29,11.06,––-––-03-04-05-06-07-08-09-10-––-––
Банк ВТБ (ПАО) Б-1-47,RU000A101491,85.0,1403,24.28,9.13,––-––-––-––-05-––-––-––-––-––-11-––
ИК Фридом Финанс П01-01,RU000A101CG5,91.8759,1294,17.25,10.7,01-––-––-04-––-––-07-––-––-10-––-––
Транснефть ПАО БО-001P-04,RU000A0JWVC1,98.71,1268,11.97,6.83,––-––-03-––-––-––-––-––-09-––-––-––
ФСК ЕЭС(ПАО) БО-03,RU000A0ZYDH0,96.11,1208,15.18,7.43,––-––-––-04-––-––-07-––-––-10-––-––
ВЭБ.РФ ПБО-001Р-К106,RU000A102UU6,95.99,975,15.26,8.06,––-––-––-––-––-––-––-––-––-10-––-––
ВЭБ.РФ ПБО-001Р-К105,RU000A102UY8,97.8,878,11.63,7.73,––-––-––-––-––-––-––-––-––-10-––-––
ПАО АНК Башнефть об. 08,RU000A0JTM44,96.0,710,12.8,11.0,01-––-––-––-––-––-––-08-––-––-––-––
НПП Моторные технологии001Р-01,RU000A100V38,95.0,524,27.22,6.5,––-––-03-––-––-06-––-––-09-––-––-––
Совкомбанк Лизинг БО-П02,RU000A101XE6,84.97,492,31.58,9.46,01-––-––-04-––-––-07-––-––-10-––-––
МЕТАЛЛОИНВЕСТ ХК АО обл. 02,RU000A0JTLJ3,97.01,367,11.49,10.86,01-––-––-––-––-––-07-––-––-––-––-––
Круиз ООО БО-П04,RU000A101K30,96.0,220,19.9,11.7,––-––-––-––-––-––-––-––-––-––-––-––
Кузина БО-П01,RU000A100TL1,99.99,206,16.09,7.96,––-––-––-––-––-––-––-––-––-––-––-––
Банк ЗЕНИТ ПАО БО-001Р-05,RU000A1016K5,95.0,192,17.18,9.3,––-––-––-––-––-06-––-––-––-––-––--12
Банк ВТБ (ПАО) Б-1-152,RU000A1027X5,90.1,141,14.97,9.13,––-––-––-––-05-––-––-––-––-––-11-––
DME Airport DAC 5.075 15.02.23,XS1772800204,101.84,136,10.99,11.56,––-02-––-––-––-––-––-08-––-––-––-––
Россельхозбанк (АО) обл.18,RU000A0JT874,92.03,131,21.38,7.4,––-––-––-04-––-––-––-––-––-10-––-––
Банк ВТБ (ПАО) Б-1-162,RU000A102EV8,91.84,101,11.16,9.83,––-––-––-––-––-06-––-––-––-––-––--12
ЭнергоТехСервис 001Р-03,RU000A101VR2,90.0,94,27.97,10.0,01-––-––-04-––-––-07-––-––-10-––-––
СпецИнвестЛизинг 001P-02,RU000A101XB2,96.64,81,15.46,8.5,––-––-03-––-––-––-––-––-––-––-––-––
ВЭБ.РФ ПБО-001Р-К116,RU000A102YN3,99.0,63,10.06,9.93,––-––-––-––-––-––-––-––-––-––-––--12
SB CAPITAL S.A. 5.125 29/10/22,XS0848530977,95.2499,25,13.03,7.93,––-––-––-04-––-––-––-––-––-10-––-––
МЕТАЛЛОИНВЕСТ ХК АО обл. 03,RU000A0JTLL9,97.5,7,10.87,10.86,01-––-––-––-––-––-07-––-––-––-––-––
