date,KG000A3LSJ06,RU000A0JSGV0,RU000A0JUAH8,RU000A105104,RU000A105112,RU000A1054W1,RU000A1057D4,RU000A1057S2,RU000A105C44,RU000A105EW9,RU000A105N25,RU000A1060Q0,RU000A1071S3,RU000A1076U8
2024-01-03,15.07,10.4,10.59,6.36,6.98,5.63,5.79,5.35,5.75,15.81,8.96,5.38,5.83,6.47
2024-01-04,15.08,12.24,11.57,6.16,6.78,5.66,5.79,5.35,5.61,14.35,8.91,5.38,5.82,6.4
2024-01-05,15.08,12.41,11.9,7.54,5.9,5.63,5.73,4.89,5.47,13.79,8.83,5.38,5.85,6.01
2024-01-06,15.08,12.41,11.9,7.54,5.9,5.63,5.73,4.89,5.47,13.79,8.83,5.38,5.85,6.01
2024-01-07,15.08,12.41,11.9,7.54,5.9,5.63,5.73,4.89,5.47,13.79,8.83,5.38,5.85,6.01
2024-01-08,15.08,11.91,11.03,6.77,6.79,5.63,5.73,5.29,5.7,13.77,8.46,5.38,5.83,6.04
2024-01-09,15.07,12.4,13.66,6.8,6.96,5.63,5.75,4.91,5.66,14.72,8.86,5.38,5.93,6.32
2024-01-10,15.07,12.51,13.68,6.65,6.68,5.58,5.8,4.98,5.83,14.44,8.93,5.38,5.98,6.32
2024-01-11,15.07,12.53,13.7,7.01,6.73,5.57,5.8,5.23,5.79,14.01,8.7,5.39,6.0,6.4
2024-01-12,15.07,12.53,13.78,6.97,6.87,5.48,5.79,4.78,5.74,14.08,8.54,5.38,6.03,6.49
2024-01-13,15.07,12.53,13.78,6.97,6.87,5.48,5.79,4.78,5.74,14.08,8.54,5.38,6.03,6.49
2024-01-14,15.07,12.53,13.78,6.97,6.87,5.48,5.79,4.78,5.74,14.08,8.54,5.38,6.03,6.49
2024-01-15,15.08,12.4,13.93,7.6,7.03,5.45,5.81,4.79,5.99,14.07,8.53,5.37,6.05,6.59
2024-01-16,15.08,12.54,14.18,7.51,7.11,5.54,5.81,4.95,5.9,14.15,8.45,5.38,6.08,6.68
2024-01-17,15.08,12.54,14.21,7.49,7.12,5.43,5.84,4.8,5.84,14.71,8.39,5.39,6.1,6.71
2024-01-18,15.08,12.53,13.88,7.24,7.55,5.42,5.77,4.73,5.78,14.48,8.52,5.36,5.92,6.71
2024-01-19,15.07,12.54,14.31,7.49,7.15,5.42,5.81,5.31,5.79,14.33,8.47,5.38,5.93,6.66
2024-01-20,15.07,12.54,14.31,7.49,7.15,5.42,5.81,5.31,5.79,14.33,8.47,5.38,5.93,6.66
2024-01-21,15.07,12.54,14.31,7.49,7.15,5.42,5.81,5.31,5.79,14.33,8.47,5.38,5.93,6.66
2024-01-22,15.07,12.42,14.35,7.22,6.73,5.42,5.83,4.84,5.97,14.61,8.34,5.38,5.88,6.61
2024-01-23,15.07,12.43,14.37,7.35,7.04,5.5,5.84,4.75,6.11,14.77,8.43,5.39,5.98,6.74
2024-01-24,15.08,12.49,13.69,7.27,7.24,5.46,5.86,4.75,5.99,14.51,8.55,5.41,5.93,6.76
2024-01-25,15.08,12.42,14.01,7.24,7.09,5.46,5.87,4.86,5.94,14.76,8.59,5.4,5.94,6.78
2024-01-26,15.08,12.45,13.78,7.13,6.69,5.47,5.89,5.05,6.28,14.69,8.53,5.41,5.93,6.78
2024-01-27,15.08,12.45,13.78,7.13,6.69,5.47,5.89,5.05,6.28,14.69,8.53,5.41,5.93,6.78
2024-01-28,15.08,12.45,13.78,7.13,6.69,5.47,5.89,5.05,6.28,14.69,8.53,5.41,5.93,6.78
2024-01-29,15.08,12.56,13.79,7.23,7.1,5.44,5.86,5.04,6.09,14.97,8.64,5.39,5.98,6.78
2024-01-30,15.19,12.57,14.0,7.25,7.25,5.44,5.93,5.15,6.41,14.84,8.59,5.39,5.98,6.78
2024-01-31,15.12,12.47,14.4,7.27,7.35,5.65,5.93,5.24,6.41,14.62,8.54,5.42,6.0,6.82
2024-02-01,15.14,12.46,14.19,7.68,7.68,5.77,6.06,4.94,6.26,14.58,8.64,5.52,5.95,6.81
2024-02-02,15.15,12.55,14.13,7.68,7.41,5.59,6.07,5.63,6.09,14.8,8.54,5.45,5.95,6.86
2024-02-03,15.15,12.55,14.13,7.68,7.41,5.59,6.07,5.63,6.09,14.8,8.54,5.45,5.95,6.86
2024-02-04,15.15,12.55,14.13,7.68,7.41,5.59,6.07,5.63,6.09,14.8,8.54,5.45,5.95,6.86
2024-02-05,15.2,12.58,14.45,7.49,7.7,5.62,6.07,4.96,6.18,14.66,8.44,5.42,5.99,6.86
2024-02-06,15.18,12.38,14.59,7.72,7.72,5.71,6.06,5.43,5.93,14.79,8.49,5.47,5.96,6.83
2024-02-07,15.17,12.48,14.83,7.74,7.74,5.77,6.07,5.05,6.13,14.74,8.5,5.53,6.03,6.91
2024-02-08,15.17,12.48,15.31,7.76,7.76,5.78,6.11,5.16,6.64,14.71,8.5,5.53,5.96,7.1
2024-02-09,15.17,12.21,15.17,7.99,7.97,5.69,6.13,5.47,6.25,14.91,8.53,5.64,6.03,7.01
2024-02-10,15.17,12.21,15.17,7.99,7.97,5.69,6.13,5.47,6.25,14.91,8.53,5.64,6.03,7.01
2024-02-11,15.17,12.21,15.17,7.99,7.97,5.69,6.13,5.47,6.25,14.91,8.53,5.64,6.03,7.01
2024-02-12,15.22,12.47,14.66,7.75,7.63,5.79,6.09,4.97,6.25,14.91,8.5,5.54,5.96,6.98
2024-02-13,15.23,13.19,15.15,7.63,7.87,5.76,6.1,5.16,6.16,14.84,8.5,5.54,5.93,6.93
2024-02-14,15.23,12.4,15.51,7.51,7.02,5.79,6.13,5.28,6.16,14.98,8.52,5.56,5.93,6.94
2024-02-15,15.36,12.78,14.59,7.33,7.02,5.74,6.12,5.25,7.0,14.89,8.59,5.63,5.96,6.93
2024-02-16,15.29,12.41,14.36,7.38,7.15,5.69,6.09,4.93,6.65,14.84,8.51,5.6,5.96,6.86
2024-02-17,15.29,12.41,14.36,7.38,7.15,5.69,6.09,4.93,6.65,14.84,8.51,5.6,5.96,6.86
2024-02-18,15.29,12.41,14.36,7.38,7.15,5.69,6.09,4.93,6.65,14.84,8.51,5.6,5.96,6.86
2024-02-19,15.18,12.71,14.97,7.4,7.28,5.79,6.12,5.52,6.97,14.87,8.53,5.7,5.98,6.86
2024-02-20,15.15,12.9,15.61,7.18,7.01,5.69,6.04,5.46,6.18,15.08,8.65,5.64,5.96,6.76
2024-02-21,15.29,12.88,14.73,7.66,7.35,5.86,6.13,5.3,7.04,16.48,8.85,5.91,5.95,6.76
2024-02-22,15.22,13.7,15.54,7.59,7.43,5.87,6.1,5.15,6.67,15.54,9.02,5.7,6.03,6.79
2024-02-23,15.22,13.7,15.54,7.59,7.43,5.87,6.1,5.15,6.67,15.54,9.02,5.7,6.03,6.79
2024-02-24,15.22,13.7,15.54,7.59,7.43,5.87,6.1,5.15,6.67,15.54,9.02,5.7,6.03,6.79
2024-02-25,15.22,13.7,15.54,7.59,7.43,5.87,6.1,5.15,6.67,15.54,9.02,5.7,6.03,6.79
2024-02-26,15.35,14.29,15.07,7.18,6.67,5.87,6.11,5.61,6.58,15.75,8.62,6.0,5.93,6.74
2024-02-27,15.25,14.96,15.43,6.69,6.69,5.77,5.98,5.15,6.5,15.81,8.66,5.97,5.94,6.74
2024-02-28,15.23,14.89,14.95,6.71,6.81,5.77,5.98,5.06,6.21,15.35,8.8,5.81,5.93,6.74
2024-02-29,15.23,14.53,14.98,7.06,6.46,5.67,5.97,4.98,5.99,15.12,8.5,5.87,5.88,6.79
2024-03-01,15.22,13.74,14.22,7.04,6.51,5.81,5.91,5.11,5.23,15.0,8.65,5.76,5.92,6.73
2024-03-02,15.22,13.74,14.22,7.04,6.51,5.81,5.91,5.11,5.23,15.0,8.65,5.76,5.92,6.73
2024-03-03,15.22,13.74,14.22,7.04,6.51,5.81,5.91,5.11,5.23,15.0,8.65,5.76,5.92,6.73
2024-03-04,15.23,13.71,15.55,7.46,7.06,5.81,5.77,5.56,6.53,15.52,8.54,5.7,5.89,6.73
2024-03-05,15.2,13.92,14.9,7.46,7.22,5.71,5.64,5.23,5.69,15.12,8.39,5.71,5.88,6.65
2024-03-06,15.25,13.7,15.04,7.48,7.4,5.82,5.69,5.57,5.67,15.22,8.49,5.6,5.88,6.7
2024-03-07,15.26,13.85,13.98,7.05,6.64,5.85,5.68,5.51,5.3,15.21,8.55,5.61,5.91,6.34
2024-03-08,15.26,13.85,13.98,7.05,6.64,5.85,5.68,5.51,5.3,15.21,8.55,5.61,5.91,6.34
2024-03-09,15.26,13.85,13.98,7.05,6.64,5.85,5.68,5.51,5.3,15.21,8.55,5.61,5.91,6.34
2024-03-10,15.26,13.85,13.98,7.05,6.64,5.85,5.68,5.51,5.3,15.21,8.55,5.61,5.91,6.34
2024-03-11,15.49,13.96,15.7,7.72,7.49,5.82,5.68,5.61,5.75,15.23,9.66,5.8,5.91,6.76
2024-03-12,15.38,13.64,15.3,7.72,7.72,5.83,5.8,5.31,6.24,15.25,9.96,5.74,5.88,7.07
2024-03-13,15.29,13.86,15.35,7.55,7.26,5.77,5.72,5.83,6.3,15.27,9.4,5.82,5.88,6.83
2024-03-14,15.29,13.89,16.11,6.9,7.68,5.77,5.82,5.44,6.7,15.29,9.42,5.75,5.88,6.83
2024-03-15,15.36,14.67,17.08,7.71,6.78,5.77,5.8,5.92,5.91,15.34,9.42,5.77,5.88,6.73
2024-03-16,15.36,14.67,17.08,7.71,6.78,5.77,5.8,5.92,5.91,15.34,9.42,5.77,5.88,6.73
2024-03-17,15.36,14.67,17.08,7.71,6.78,5.77,5.8,5.92,5.91,15.34,9.42,5.77,5.88,6.73
2024-03-18,15.74,15.01,15.63,7.09,7.24,5.77,5.8,5.21,6.03,15.22,8.86,5.72,5.88,6.81
2024-03-19,15.64,15.07,16.59,7.0,7.71,5.78,5.84,5.4,6.11,15.04,8.63,5.79,5.83,6.88
2024-03-20,15.74,14.94,15.61,7.14,7.14,5.78,5.9,5.22,6.13,14.76,8.73,5.78,5.88,6.73
2024-03-21,15.89,14.79,15.44,7.16,6.93,5.77,5.8,5.08,6.35,14.93,8.6,5.78,5.85,6.68
2024-03-22,15.9,13.97,17.12,6.96,6.93,5.73,5.75,5.46,6.61,15.39,8.44,5.8,5.85,6.91
2024-03-23,15.9,13.97,17.12,6.96,6.93,5.73,5.75,5.46,6.61,15.39,8.44,5.8,5.85,6.91
2024-03-24,15.9,13.97,17.12,6.96,6.93,5.73,5.75,5.46,6.61,15.39,8.44,5.8,5.85,6.91
2024-03-25,15.41,14.82,15.75,7.73,6.95,5.72,5.78,5.48,6.6,15.44,8.5,5.78,5.84,6.81
2024-03-26,15.47,14.85,15.59,7.45,6.98,5.81,5.81,5.3,7.02,15.47,8.44,5.84,5.84,6.97
2024-03-27,15.55,14.47,15.94,7.88,7.57,5.75,5.75,5.28,6.34,15.61,8.45,5.92,5.85,6.82
2024-03-28,16.65,14.24,15.52,7.41,8.1,5.78,5.85,5.87,6.34,15.47,8.85,5.87,5.85,6.81
2024-03-29,16.14,14.66,15.2,7.85,7.43,5.77,5.79,5.33,6.62,15.57,8.55,5.8,5.85,7.02
2024-03-30,16.14,14.66,15.2,7.85,7.43,5.77,5.79,5.33,6.62,15.57,8.55,5.8,5.85,7.02
2024-03-31,16.14,14.66,15.2,7.85,7.43,5.77,5.79,5.33,6.62,15.57,8.55,5.8,5.85,7.02
2024-04-01,16.08,15.11,16.17,8.12,8.12,5.77,5.85,5.57,6.95,15.72,8.45,5.79,5.85,6.91
2024-04-02,15.8,14.54,16.74,8.96,9.09,5.86,5.84,5.52,7.68,15.66,8.6,5.88,5.83,7.02
2024-04-03,15.8,14.31,15.66,8.51,7.37,5.83,5.77,5.43,7.1,15.58,8.55,5.94,5.84,7.19
2024-04-04,15.69,14.48,17.08,8.34,7.37,5.79,5.73,5.43,6.41,15.4,8.61,5.92,5.84,7.01
2024-04-05,15.96,14.14,15.52,8.27,7.82,5.86,5.93,5.43,6.43,15.59,8.38,5.91,5.85,7.03
2024-04-06,15.96,14.14,15.52,8.27,7.82,5.86,5.93,5.43,6.43,15.59,8.38,5.91,5.85,7.03
2024-04-07,15.96,14.14,15.52,8.27,7.82,5.86,5.93,5.43,6.43,15.59,8.38,5.91,5.85,7.03
2024-04-08,15.98,14.84,15.64,8.48,8.38,5.88,5.74,5.28,6.68,15.86,8.37,5.89,5.84,7.24
2024-04-09,15.94,14.21,17.3,8.53,8.42,5.73,5.74,5.68,6.42,15.71,8.51,5.95,5.84,7.01
2024-04-10,15.83,14.58,16.29,9.03,8.78,5.85,5.9,5.25,7.67,15.82,8.59,6.0,5.84,6.95
2024-04-11,15.88,15.02,16.29,8.43,8.43,5.73,5.76,5.61,7.57,16.02,8.58,5.88,5.89,7.03
2024-04-12,15.57,14.73,15.72,8.56,8.44,5.78,5.75,5.43,7.44,16.22,8.37,5.87,5.84,7.03
2024-04-13,15.57,14.73,15.72,8.56,8.44,5.78,5.75,5.43,7.44,16.22,8.37,5.87,5.84,7.03
2024-04-14,15.57,14.73,15.72,8.56,8.44,5.78,5.75,5.43,7.44,16.22,8.37,5.87,5.84,7.03
2024-04-15,15.69,15.15,15.7,8.82,8.49,5.86,5.89,5.23,7.01,16.69,8.42,6.03,5.84,7.08
2024-04-16,15.78,14.9,16.85,8.72,9.02,5.79,5.81,5.31,6.74,16.93,8.58,5.93,5.84,6.94
2024-04-17,15.85,14.48,15.89,8.9,8.58,5.9,5.97,5.81,6.84,16.74,8.42,5.96,5.84,7.03
2024-04-18,16.0,14.83,16.13,8.06,8.15,5.91,6.06,5.86,7.26,16.53,8.41,6.04,5.85,7.01
2024-04-19,15.89,14.6,16.27,7.92,7.97,6.04,5.98,6.17,7.01,16.8,8.44,5.95,5.84,7.14
2024-04-20,15.89,14.6,16.27,7.92,7.97,6.04,5.98,6.17,7.01,16.8,8.44,5.95,5.84,7.14
2024-04-21,15.89,14.6,16.27,7.92,7.97,6.04,5.98,6.17,7.01,16.8,8.44,5.95,5.84,7.14
2024-04-22,16.03,14.8,16.36,8.61,8.81,6.17,6.06,5.93,7.22,16.81,8.39,6.13,5.84,7.05
2024-04-23,15.9,15.14,16.37,9.14,8.86,6.23,6.07,5.95,7.19,17.01,8.4,6.13,5.84,7.14
2024-04-24,15.96,15.16,15.45,9.16,9.12,6.3,6.07,6.46,6.58,16.79,8.39,6.09,6.13,7.03
2024-04-25,15.9,14.39,15.91,9.3,9.17,6.26,5.86,6.44,6.84,16.69,8.36,5.99,5.84,7.08
2024-04-26,15.83,14.37,16.34,8.89,9.79,6.15,5.87,6.0,6.22,16.41,8.34,6.0,5.85,6.83
2024-04-27,15.83,14.37,16.34,8.89,9.79,6.15,5.87,6.0,6.22,16.41,8.34,6.0,5.85,6.83
2024-04-28,15.83,14.37,16.34,8.89,9.79,6.15,5.87,6.0,6.22,16.41,8.34,6.0,5.85,6.83
2024-04-29,15.87,14.59,15.45,8.98,9.32,6.06,6.01,6.82,6.53,15.99,8.34,6.0,6.05,7.04
2024-04-30,15.84,14.44,16.18,10.65,9.32,6.18,5.98,5.94,6.36,16.55,8.44,6.01,5.84,6.98
2024-05-01,15.84,14.44,16.18,10.65,9.32,6.18,5.98,5.94,6.36,16.55,8.44,6.01,5.84,6.98
2024-05-02,15.61,14.65,16.26,9.18,9.23,6.05,5.93,5.92,6.26,16.31,8.36,6.21,5.94,6.92
2024-05-03,15.53,14.56,15.19,10.25,9.79,5.98,5.87,6.09,6.45,16.31,8.34,6.18,6.13,6.87
2024-05-04,15.53,14.56,15.19,10.25,9.79,5.98,5.87,6.09,6.45,16.31,8.34,6.18,6.13,6.87
2024-05-05,15.53,14.56,15.19,10.25,9.79,5.98,5.87,6.09,6.45,16.31,8.34,6.18,6.13,6.87
2024-05-06,15.58,14.49,15.51,9.68,9.91,6.05,6.09,6.49,6.71,16.48,8.4,6.07,5.97,7.09
2024-05-07,15.93,14.33,14.54,9.79,9.93,6.0,5.91,6.39,6.87,16.53,8.4,6.07,6.09,7.07
2024-05-08,15.59,14.39,17.43,10.27,9.56,6.02,5.88,6.16,6.36,16.61,8.34,6.02,5.85,6.87
2024-05-09,15.59,14.39,17.43,10.27,9.56,6.02,5.88,6.16,6.36,16.61,8.34,6.02,5.85,6.87
