secid,days_present,total_days,presence_percentage,is_continuous
RU000A105NH1,352,479,73.48643006263048,False
RU000A105NL3,304,479,63.465553235908146,False
RU000A105PQ7,426,479,88.93528183716074,False
RU000A105ZC6,153,479,31.941544885177453,False
RU000A1060Q0,479,479,100.0,True
RU000A1061L9,389,479,81.21085594989562,False
RU000A1063Z5,345,479,72.02505219206681,False
RU000A1071S3,473,479,98.74739039665971,False
RU000A1076U8,425,479,88.72651356993737,False
RU000A107RH8,416,479,86.84759916492693,False
RU000A107U81,380,479,79.33194154488518,False
RU000A1080Z9,317,479,66.17954070981212,False
RU000A1087C3,281,479,58.66388308977035,False
RU000A1089K2,378,479,78.91440501043841,False
RU000A108FX8,292,479,60.96033402922756,False
RU000A108JH3,290,479,60.5427974947808,False
RU000A108NS2,305,479,63.67432150313152,False
RU000A108PZ2,267,479,55.741127348643005,False
XS0559915961,59,479,12.31732776617954,False
XS2010043656,5,479,1.0438413361169103,False
XS2010044548,2,479,0.41753653444676403,False
XS2063279959,145,479,30.2713987473904,False
XS2069992258,126,479,26.304801670146137,False
XS2116222451,26,479,5.427974947807933,False
